Tier,Category,Group Name,Facebook URL,Geography,Primary Audience,Approx Members,Privacy,Activity Level,Why Relevant,Self-Promo Allowed,Admin / Dealer-Run,Source Batch,URL Type,final_tier,recommended_action,pitch_angle,recommended_template,recommended_keyword,audience_archetype,red_flag,research_batch
3,Commercial Specialty,Mushroom Growers,https://www.facebook.com/groups/mushroomgrowers/,USA/Global,Commercial mushroom growers,unknown,unknown,Active,Commercial grower audience,unknown,Community,B8,Group,C,Skip,,,,,Indoor/controlled-environment; no spray acres,2
3,Custom Applicator,Aerial Applicators,https://www.facebook.com/groups/765008210323207/,USA,Manned aerial applicators,unknown,unknown,unknown,Manned aerial applicators crossing over into drone work,unknown,no,B2,Group,B,Join+Lurk,Respectful complement-to-plane framing; drones not replacement,T2 reg decode,TANK,Operators,Manned pilots may resent drones; do not claim replacement,2
3,Custom Applicator,Custom Applicators Forum,https://www.facebook.com/groups/406289519769935/,USA,Ground + aerial applicators,unknown,unknown,moderate,Ground and aerial applicator discussion,unknown,no,B1,Group,A,Join+Post,Drone as profitable add-on; wet-field gap from ground rig,"T1 rate question, T7 honest gear take",RATES,Operators,Direct peer audience; bring real numbers,2
3,Custom Applicator,Professional Custom Applicators Association,https://www.facebook.com/groups/218952138846497/,USA,Custom applicators,unknown,unknown,moderate,Custom applicators adopting drones,unknown,industry org,"B1, B5",Group,A,Join+Post,Drone as profitable add-on; wet-field gap from ground rig,"T1 rate question, T7 honest gear take",RATES,Operators,Direct peer audience; bring real numbers,2
3,Equipment BST State,NC Farm Equipment Tools For Sale,https://www.facebook.com/groups/1515076055374281/,NC,NC farmers,unknown,unknown,active,State farmer marketplace,Yes,Community,B7,Group,C,Skip,,,,,Lower-priority state for drone spray,2
3,Farm Business,CSA Farmer Discussion,https://www.facebook.com/groups/csafarmers/,US,CSA farmers,unknown,unknown,active,Direct-market vegetable farmers,unknown,Community,B7,Group,B,Join+Post,Acreage threshold honest framing; mid-size diversified growers,T4 farmer-ask,TANK,Farmer-operator,Hand-tool purists may dismiss as gimmick tech,2
3,Farm Business,Market Gardening Success Group,https://www.facebook.com/groups/134018140298600/,US,Market gardeners,unknown,unknown,active,Small commercial growers with spray needs,unknown,Community,B7,Group,B,Join+Post,Acreage threshold honest framing; mid-size diversified growers,T4 farmer-ask,TANK,Farmer-operator,Hand-tool purists may dismiss as gimmick tech,2
3,Farm Business,Small Scale Farmers Farming As Business,https://www.facebook.com/groups/635862666442657/,US,Small farmers,unknown,unknown,active,Small commercial operators,unknown,Community,B7,Group,B,Join+Post,Acreage threshold honest framing; mid-size diversified growers,T4 farmer-ask,TANK,Farmer-operator,Hand-tool purists may dismiss as gimmick tech,2
3,Hunting,Alabama Deer Hunting Clubs,https://www.facebook.com/groups/759412800886537/,Alabama,Hunting club members,unknown,unknown,unknown,Club land managers and plot seeders,unknown,Community,B8,Group,B,Join+Lurk,Food plot seeding + spot herbicide; treat like Food Plot,T3 photo story,TANK,Specialty,"Hunters, not farmers; bridge through food plots",2
3,Hunting,Alabama Whitetail Deer Hunters,https://www.facebook.com/groups/560140410853644/,Alabama,Alabama whitetail hunters,unknown,Public,Active,Rural AL landowner overlap,unknown,Community,B8,Group,B,Join+Lurk,Food plot seeding + spot herbicide; treat like Food Plot,T3 photo story,TANK,Specialty,"Hunters, not farmers; bridge through food plots",2
3,Hunting,Deer Hunters of Alabama,https://www.facebook.com/groups/1073489846452912/,Alabama,Alabama deer hunters/landowners,unknown,Public,Active,Rural AL landowners who spray land,unknown,Community,B8,Group,B,Join+Lurk,Food plot seeding + spot herbicide; treat like Food Plot,T3 photo story,TANK,Specialty,"Hunters, not farmers; bridge through food plots",2
3,Hunting,East Texas Trophy Whitetail Hunters,https://www.facebook.com/groups/330055474748537/,East Texas,Trophy whitetail managers,unknown,unknown,unknown,TX land managers and plot seeders,unknown,Community,B8,Group,B,Join+Lurk,Food plot seeding + spot herbicide; treat like Food Plot,T3 photo story,TANK,Specialty,"Hunters, not farmers; bridge through food plots",2
3,Hunting,Georgia Hunting News and Discussion,https://www.facebook.com/groups/GeorgiaDeerHunting/,Georgia,Georgia deer hunters,unknown,unknown,unknown,GA rural landowner overlap,unknown,Community,B8,Group,B,Join+Lurk,Food plot seeding + spot herbicide; treat like Food Plot,T3 photo story,TANK,Specialty,"Hunters, not farmers; bridge through food plots",2
3,Hunting,Georgia Quality Deer Hunting Forum,https://www.facebook.com/groups/1620008751598065/,Georgia,QDM-focused hunters,unknown,unknown,unknown,QDM land management overlap,unknown,Community,B8,Group,B,Join+Lurk,Food plot seeding + spot herbicide; treat like Food Plot,T3 photo story,TANK,Specialty,"Hunters, not farmers; bridge through food plots",2
3,Hunting,Heart of Texas Trophy Whitetails,https://www.facebook.com/groups/143604035654838/,Central Texas,Whitetail managers,unknown,unknown,unknown,Central TX ranch landowners,unknown,Community,B8,Group,B,Join+Lurk,Food plot seeding + spot herbicide; treat like Food Plot,T3 photo story,TANK,Specialty,"Hunters, not farmers; bridge through food plots",2
3,Hunting,South West Georgia Deer Hunters,https://www.facebook.com/groups/703346623011091/,SW Georgia,Regional deer hunters,unknown,unknown,unknown,SW GA ag and timber landowner overlap,unknown,Community,B8,Group,B,Join+Lurk,Food plot seeding + spot herbicide; treat like Food Plot,T3 photo story,TANK,Specialty,"Hunters, not farmers; bridge through food plots",2
3,Hunting,West Texas Whitetails,https://www.facebook.com/groups/588584544930420/,West Texas,Whitetail hunters/managers,unknown,unknown,unknown,West TX ranch landowner overlap,unknown,Community,B8,Group,B,Join+Lurk,Food plot seeding + spot herbicide; treat like Food Plot,T3 photo story,TANK,Specialty,"Hunters, not farmers; bridge through food plots",2
3,Hunting Lease,AFOA Hunting,https://www.facebook.com/groups/AFOAHunting/,Alabama,Forest and land owners,unknown,unknown,unknown,AL forest and ag landowners,unknown,Community,B8,Group,C,Lurk only,"Lease listings, not discussion",,,,Transactional listings group; off-topic posts removed,2
3,Hunting Lease,MS Hunting Club Openings Or Land For Lease,https://www.facebook.com/groups/407208079382550/,Mississippi,Hunting club members,unknown,unknown,unknown,MS land managers,unknown,Community,B8,Group,C,Lurk only,"Lease listings, not discussion",,,,Transactional listings group; off-topic posts removed,2
3,Hunting Lease,Mississippi Land To Lease To Hunt,https://www.facebook.com/groups/203635086653187/,Mississippi,Hunting land lessors,unknown,unknown,unknown,MS rural land managers,unknown,Community,B8,Group,C,Lurk only,"Lease listings, not discussion",,,,Transactional listings group; off-topic posts removed,2
3,Hunting Lease,Ms Delta Hunting Land and Farmland for Sale,https://www.facebook.com/groups/590265944498744/,Mississippi Delta,Farmland buyers,unknown,unknown,unknown,Delta farmland owners directly relevant,unknown,Community,B8,Group,C,Lurk only,"Lease listings, not discussion",,,,Transactional listings group; off-topic posts removed,2
3,Hunting Lease,North and Central Mississippi Hunting Clubs and Leases,https://www.facebook.com/groups/377341632326932/,Mississippi,Hunting club members,unknown,unknown,unknown,MS land managers,unknown,Community,B8,Group,C,Lurk only,"Lease listings, not discussion",,,,Transactional listings group; off-topic posts removed,2
3,Hunting Lease,South Mississippi Hunting Land Leases Club,https://www.facebook.com/groups/337171981673400/,Mississippi,Hunting lease members,unknown,unknown,unknown,MS land managers,unknown,Community,B8,Group,C,Lurk only,"Lease listings, not discussion",,,,Transactional listings group; off-topic posts removed,2
3,Livestock,Mississippi Meat Goat Producers,https://www.facebook.com/groups/meatgoatproducers/,MS,Meat goat producers,unknown,unknown,active,Pasture-managing small ruminant producers,unknown,Community,B7,Group,B,Join+Post,"Spot-spray toxic species (hemlock, nightshade) goats leave behind",T3 photo story,TANK,Farmer-operator,Goats clear brush by grazing; do not contradict,2
3,Off-Brand Tractor,9N 2N 8N Ford Tractor Club,https://www.facebook.com/groups/249173988579225/,US,Ford tractor owners,unknown,unknown,active,Antique Ford owner base,unknown,Community,B7,Group,C,Skip,,,,,Vintage/collector tractor; not sprayer audience,2
3,Off-Brand Tractor,Allis Chalmers Tractor owners,https://www.facebook.com/groups/244099172009966/,US,Allis Chalmers owners,unknown,unknown,active,Legacy tractor owners with farm acreage,unknown,Community,B7,Group,C,Skip,,,,,Vintage/collector tractor; not sprayer audience,2
3,Off-Brand Tractor,Allis Chalmers Tractors,https://www.facebook.com/groups/28444313862/,US,Allis Chalmers owners,unknown,unknown,active,Large Allis Chalmers owner base,unknown,Community,B7,Group,C,Skip,,,,,Vintage/collector tractor; not sprayer audience,2
3,Off-Brand Tractor,Branson Tractor,https://www.facebook.com/groups/133422903357180/,US,Branson tractor owners,unknown,unknown,active,Compact tractor owner base,unknown,Community,B7,Group,B,Join+Post,Small-acre affordability; drone vs $150K self-propelled,T4 farmer-ask,TANK,Farmer-operator,,2
3,Off-Brand Tractor,Kioti Tractors Group,https://www.facebook.com/groups/1382149848774465/,US,Kioti tractor owners,unknown,unknown,active,Kioti owner community,unknown,Community,B7,Group,B,Join+Post,Small-acre affordability; drone vs $150K self-propelled,T4 farmer-ask,TANK,Farmer-operator,,2
3,Off-Brand Tractor,Kioti Tractors and Equipment,https://www.facebook.com/groups/kiotiusa/,US,Kioti tractor owners,unknown,unknown,active,Kioti USA owner group,unknown,Community,B7,Group,B,Join+Post,Small-acre affordability; drone vs $150K self-propelled,T4 farmer-ask,TANK,Farmer-operator,,2
3,Off-Brand Tractor,Kioti tractor Owners Only,https://www.facebook.com/groups/2618408028194661/,US,Kioti tractor owners,unknown,unknown,active,Compact tractor owner base,unknown,Community,B7,Group,B,Join+Post,Small-acre affordability; drone vs $150K self-propelled,T4 farmer-ask,TANK,Farmer-operator,,2
3,Off-Brand Tractor,LS Tractor Owners (lstractorowners),https://www.facebook.com/groups/lstractorowners/,US,LS tractor owners,unknown,unknown,active,LS owner community,unknown,Community,B7,Group,B,Join+Post,Small-acre affordability; drone vs $150K self-propelled,T4 farmer-ask,TANK,Farmer-operator,,2
3,Off-Brand Tractor,LS Tractor owners USA,https://www.facebook.com/groups/729932770537521/,US,LS tractor owners,unknown,unknown,active,US LS owner base,unknown,Community,B7,Group,B,Join+Post,Small-acre affordability; drone vs $150K self-propelled,T4 farmer-ask,TANK,Farmer-operator,,2
3,Off-Brand Tractor,Minneapolis Moline Worlds Finest Tractors,https://www.facebook.com/groups/2203366309/,US,Minneapolis Moline owners,unknown,unknown,active,Legacy brand loyalists with farm ground,unknown,Community,B7,Group,C,Skip,,,,,Vintage/collector tractor; not sprayer audience,2
3,Off-Brand Tractor,New Holland and Ford Compact Tractors,https://www.facebook.com/groups/2542560696072956/,US,Ford/NH compact owners,unknown,unknown,active,Compact tractor farmer-operators,unknown,Community,B7,Group,B,Join+Post,Small-acre affordability; drone vs $150K self-propelled,T4 farmer-ask,TANK,Farmer-operator,,2
3,Off-Brand Tractor,Oliver tractor Owners Group,https://www.facebook.com/groups/765988348743482/,US,Oliver tractor owners,unknown,unknown,active,Legacy tractor owner audience,unknown,Community,B7,Group,C,Skip,,,,,Vintage/collector tractor; not sprayer audience,2
3,Organic/Sustainable,Regenerative Organic Agriculture Discussion Group,https://www.facebook.com/groups/249922866018789/,USA,Regenerative and organic farmers,unknown,unknown,Active,Regen farmers are early adopters of drone seeding,unknown,Community,B8,Group,B,Join+Post (cover crop only),Drone cover-crop seeding only; never synthetic herbicide,T3 photo story,TANK,Farmer-operator,SEVERE: never positive on glyphosate/dicamba,2
3,Regional Ag,Driftless Wisconsin Farm Scenes,https://www.facebook.com/groups/333827440359540/,WI/MN/IA,Driftless region farmers,unknown,unknown,unknown,Regional farmer-operator community,unknown,Community,B8,Group,C,Skip,,,,,Scenery/photography focus,2
3,Regional Ag,Looking for Farmers in Black Belt Counties Alabama,https://www.facebook.com/groups/633340077799922/,Alabama Black Belt,Small farmers,unknown,unknown,unknown,Black Belt farmer-operator overlap,unknown,Community,B8,Group,B,Join+Lurk,Affordability for small/limited-resource regional farms,T4 farmer-ask,TANK,Farmer-operator,,2
3,Regional Ag,Ozark Family Farming Tradition and Heritage,https://www.facebook.com/groups/2077090212683898/,MO/AR Ozarks,Ozark farmers,unknown,unknown,unknown,Ozark farmer-operator overlap,unknown,Community,B8,Group,B,Join+Lurk,Affordability for small/limited-resource regional farms,T4 farmer-ask,TANK,Farmer-operator,,2
3,Regional Ag,Small Farmers in the Black Belt of Alabama,https://www.facebook.com/groups/988984289294846/,Alabama Black Belt,Small farmers,unknown,unknown,unknown,Black Belt farmer-operator overlap,unknown,Community,B8,Group,B,Join+Lurk,Affordability for small/limited-resource regional farms,T4 farmer-ask,TANK,Farmer-operator,,2
3,Specialty Crop,Avocado Growers Group,https://www.facebook.com/groups/163848056900/,US,Avocado growers,unknown,unknown,active,Orchard growers with spray needs,unknown,Community,B7,Group,B,Join+Lurk,Steep-terrain orchard spraying,T3 photo story,TANK,Specialty,,2
3,Specialty Crop,California Almond Growers,https://www.facebook.com/groups/505373290276362/,CA,Almond growers,unknown,unknown,active,Orchard crop with recurring spray demand,unknown,Community,B7,Group,B,Join+Post,"Hull split timing on tall trees, NOW management",T3 photo story,GEAR,Specialty,Sophisticated audience; do not oversimplify,2
3,Specialty Crop,California Rare Fruit Growers,https://www.facebook.com/groups/cararefruitgrowers/,CA,Fruit growers,unknown,unknown,active,Orchard and specialty fruit growers,unknown,Community,B7,Group,C,Skip,,,,,Hobbyist; not commercial spray buyers,2
3,Specialty Crop,Canola field discussion ND region,https://www.facebook.com/groups/1790172214831676/,ND,Canola/grain growers,unknown,unknown,active,Northern Plains broadacre growers,unknown,Community,B7,Group,B,Join+Lurk,Broadacre fungicide and insecticide; respect plane competition,T7 honest gear take,TANK,Specialty,,2
3,Specialty Crop,Sweet Potato Growers and Commercial Group,https://www.facebook.com/groups/370958210663287/,US,Sweet potato growers,unknown,unknown,active,Commercial row-crop growers needing spray,unknown,Community,B7,Group,B,Join+Post,Late-season spraying on vine-covered rows,T3 photo story,TANK,Specialty,,2
3,Specialty Crop,Tobacco Farming Experiences in Kentucky,https://www.facebook.com/groups/945967360234823/,Kentucky,Tobacco growers,unknown,unknown,unknown,"KY tobacco growers spray 32,800 acres",unknown,Community,B8,Group,B,Join+Lurk,Small irregular tobacco fields; gentle application,T3 photo story,TANK,Specialty,,2
3,Specialty Crop,Tobacco Farming in Kentucky,https://www.facebook.com/groups/3151088888355339/,Kentucky,Tobacco growers,unknown,unknown,unknown,KY tobacco growers spray crops,unknown,Community,B8,Group,B,Join+Lurk,Small irregular tobacco fields; gentle application,T3 photo story,TANK,Specialty,,2
3,Sprayer Brand Owner,Apache Sprayers Questions and Answers,https://www.facebook.com/groups/970544547548408/,USA,Apache sprayer owners,unknown,unknown,unknown,"Apache owner Q&A (Apache made by Equipment Technologies, Mooresville IN)",unknown,no,B5,Group,A,Join+Post,Drone as wet-field/tall-crop complement to ground rig,"T1 rate question, T7 honest gear take",RATES,Operators,Sophisticated audience; bring real per-acre numbers,2
3,Sprayer Brand Owner,Case IH Sprayers,https://www.facebook.com/groups/3785257711534378/,National,Sprayer operators,unknown,Public,unknown,Ground sprayer operators are exact people weighing a drone purchase,unknown,No,B6,Group,A,Join+Post,Drone as wet-field/tall-crop complement to ground rig,"T1 rate question, T7 honest gear take",RATES,Operators,Sophisticated audience; bring real per-acre numbers,2
3,Sprayer Brand Owner,John Deere and Kinze Planters,https://www.facebook.com/groups/515924451840688/,National,Row crop farmers,unknown,Public,unknown,Planter owners are row crop farmer-operators,unknown,No,B6,Group,B,Join+Lurk,Small-acre crossover; light touch,T4 farmer-ask,TANK,Farmer-operator,,2
3,Sprayer Brand Owner,Kubota BX B and LX Series Tractor Owners,https://www.facebook.com/groups/188724458547837/,Global,Kubota owners,unknown,Public,unknown,Compact tractor owners are hobby/small farmers,unknown,No,B6,Group,B,Join+Post,Small-acre affordability; drone vs $150K self-propelled,T4 farmer-ask,TANK,Farmer-operator,,2
3,Sprayer Brand Owner,Kubota Bx Owners,https://www.facebook.com/groups/1840315022892109/,Global,Kubota owners,unknown,Public,unknown,Small acreage operators,unknown,No,B6,Group,B,Join+Post,Small-acre affordability; drone vs $150K self-propelled,T4 farmer-ask,TANK,Farmer-operator,,2
3,Sprayer Brand Owner,Kubota Tractors and Equipment,https://www.facebook.com/groups/645777942234430/,Global,Kubota owners,unknown,Public,unknown,Kubota owners include small farmer-operators,unknown,No,B6,Group,C,Skip,,,,,Generic/global brand owner group,2
3,Sprayer Brand Owner,Kubota Tractors and Equipment Buy Sell Trade,https://www.facebook.com/groups/185925968942172/,Global,Kubota owners,unknown,Public,unknown,Kubota equipment marketplace,unknown,No,B6,Group,C,Skip,,,,,Generic/global brand owner group,2
3,Sprayer Brand Owner,Mahindra Tractor Owners USA,https://www.facebook.com/groups/mahindratractorownersusa/,National,Mahindra owners,unknown,Public,unknown,US Mahindra owners on small/mid farms,unknown,No,B6,Group,B,Join+Lurk,Small-acre crossover; light touch,T4 farmer-ask,TANK,Farmer-operator,,2
3,Sprayer Brand Owner,Massey Harris/Ferguson Collectors,https://www.facebook.com/groups/426795100692429/,Global,MF owners/collectors,unknown,Public,unknown,Tractor owner reach,unknown,No,B6,Group,C,Skip,,,,,Vintage/collector; not a sprayer audience,2
3,Sprayer Brand Owner,Massey and Ferguson Tractor Owners Group UK,https://www.facebook.com/groups/582198366715294/,UK,MF owners,unknown,Public,unknown,UK farmer audience,unknown,No,B6,Group,C,Skip,,,,,UK; geographic mismatch,2
3,Sprayer Brand Owner,Massey-Ferguson Tractor Owners Group,https://www.facebook.com/groups/1911400909131387/,Global,MF owners,unknown,Public,unknown,MF owners include working farmers,unknown,No,B6,Group,C,Skip,,,,,Vintage/collector; not a sprayer audience,2
3,Sprayer Brand Owner,New Holland Tractors and Equipment,https://www.facebook.com/groups/newhollandagriculture/,Global,New Holland owners,unknown,unknown,unknown,Covers Guardian sprayer discussion,unknown,no,B5,Group,B,Join+Lurk,Small-acre crossover; light touch,T4 farmer-ask,TANK,Farmer-operator,,2
3,Sprayer Brand Owner,Precision Ag Guidance and ISObus,https://www.facebook.com/groups/454512315682609/,National,Precision ag farmers,unknown,Public,unknown,Precision ag adopters are spray drone prospects,unknown,No,B6,Group,A,Join+Post,Drone as wet-field/tall-crop complement to ground rig,"T1 rate question, T7 honest gear take",RATES,Operators,Sophisticated audience; bring real per-acre numbers,2
3,Sprayer Brand Owner,Sands Sprayer Owners and Operators,https://www.facebook.com/groups/287479902417388/,USA,Sands sprayer owners,unknown,unknown,unknown,Sands sprayer owner community,unknown,unknown,B5,Group,A,Join+Post,Drone as wet-field/tall-crop complement to ground rig,"T1 rate question, T7 honest gear take",RATES,Operators,Sophisticated audience; bring real per-acre numbers,2
3,Sprayer Brand Owner,Sprayer Discussion Community,https://www.facebook.com/groups/1000528776698772/,USA,Sprayer owners,unknown,unknown,unknown,Hagie STS and RoGator review threads,unknown,no,B5,Group,A,Join+Post,Drone as wet-field/tall-crop complement to ground rig,"T1 rate question, T7 honest gear take",RATES,Operators,Sophisticated audience; bring real per-acre numbers,2
3,Sprayer Brand Owner,Sprayer Operators Tips and Advice,https://www.facebook.com/groups/236367046555446/,USA,Self-propelled sprayer operators,unknown,unknown,unknown,"All-brand sprayer operators (JD, Case IH, Hagie, Apache)",unknown,no,B5,Group,A,Join+Post,Drone as wet-field/tall-crop complement to ground rig,"T1 rate question, T7 honest gear take",RATES,Operators,Sophisticated audience; bring real per-acre numbers,2
3,Sprayer Brand Owner,TYM and Branson Compact Tractor Owners Group,https://www.facebook.com/groups/tymbransontractors/,National,Compact tractor owners,unknown,Public,unknown,Compact tractor owners on small acreage,unknown,No,B6,Group,B,Join+Lurk,Small-acre crossover; light touch,T4 farmer-ask,TANK,Farmer-operator,,2
3,Sprayer Brand Owner,The Old Kubota Owners Group,https://www.facebook.com/groups/187422112559854/,Global,Kubota owners,unknown,Public,unknown,Established Kubota owner base,unknown,No,B6,Group,B,Join+Post,Small-acre affordability; drone vs $150K self-propelled,T4 farmer-ask,TANK,Farmer-operator,,2
4,Agritourism,Wedding Venue Owners and Management Community,https://www.facebook.com/groups/1284237288253172/,US,Farm venue operators,unknown,unknown,active,Farm landowners running event venues,unknown,Community,B7,Group,A,Join+Post (B2B service),Pre-event mosquito + weed knockdown; $500-1000/visit,B2B service post,TANK,B2B service buyer,Many venues have chemical-free policies; offer OMRI option,4
4,Antique Tractor,AgriCultural Antique Tractor Club of Boerne Texas,https://www.facebook.com/groups/boernetractorclub/,Texas,TX tractor club,unknown,unknown,unknown,TX farm hobbyist overlap,unknown,Community,B8,Group,C,Skip,,,,,Collectors/restorers; not active spray buyers,4
4,Antique Tractor,Antique John Deere Tractors,https://www.facebook.com/groups/johndeereantiqueg/,USA,JD antique owners,unknown,unknown,unknown,Farm hobbyist overlap,unknown,Community,B8,Group,C,Skip,,,,,Collectors/restorers; not active spray buyers,4
4,Antique Tractor,Antique Tractor Parts And Equipment Swap Sell Trade,https://www.facebook.com/groups/1601483010169755/,USA,Antique parts traders,unknown,unknown,unknown,Farm hobbyist overlap,unknown,Community,B8,Group,C,Skip,,,,,Collectors/restorers; not active spray buyers,4
4,Antique Tractor,Antique Tractor Pullers Iowa,https://www.facebook.com/groups/1586644478236324/,Iowa,IA tractor pullers,unknown,unknown,unknown,IA farm hobbyist overlap,unknown,Community,B8,Group,C,Skip,,,,,Collectors/restorers; not active spray buyers,4
4,Antique Tractor,Antique Tractor and Farm Equipment Preservation,https://www.facebook.com/groups/198716000172390/,USA,Equipment preservationists,unknown,unknown,unknown,Farm hobbyist overlap,unknown,Community,B8,Group,C,Skip,,,,,Collectors/restorers; not active spray buyers,4
4,Antique Tractor,Antique Tractors and Parts Buy Sell Trade,https://www.facebook.com/groups/223797214448482/,USA,Antique tractor traders,unknown,unknown,unknown,Farm hobbyist overlap,unknown,Community,B8,Group,C,Skip,,,,,Collectors/restorers; not active spray buyers,4
4,Antique Tractor,Antique Tractors for Sale ONLY,https://www.facebook.com/groups/1013821042030307/,USA,Antique tractor buyers,unknown,unknown,unknown,Farm hobbyist overlap,unknown,Community,B8,Group,C,Skip,,,,,Collectors/restorers; not active spray buyers,4
4,Antique Tractor,John Deere Two-Cylinder Club of Facebook,https://www.facebook.com/groups/2235549119/,USA,JD two-cylinder collectors,unknown,unknown,unknown,Farm hobbyist overlap,unknown,Community,B8,Group,C,Skip,,,,,Collectors/restorers; not active spray buyers,4
4,Antique Tractor,John Deere Two-Cylinder Tractor Fan Club And Sale,https://www.facebook.com/groups/706337959398499/,USA,JD collectors,unknown,unknown,unknown,Farm hobbyist overlap,unknown,Community,B8,Group,C,Skip,,,,,Collectors/restorers; not active spray buyers,4
4,Antique Tractor,Midwest Antique Tractor Shows Pulls and Drives,https://www.facebook.com/groups/716339205201081/,Midwest,Tractor show enthusiasts,unknown,unknown,unknown,Midwest farm hobbyist overlap,unknown,Community,B8,Group,C,Skip,,,,,Collectors/restorers; not active spray buyers,4
4,Antique Tractor,Old Iron Antique Tractor Club Members,https://www.facebook.com/groups/1594519510773032/,USA,Antique tractor club,unknown,unknown,unknown,Farm hobbyist overlap,unknown,Community,B8,Group,C,Skip,,,,,Collectors/restorers; not active spray buyers,4
4,Cattle Breed,Brangus Best Cattle Co,https://www.facebook.com/groups/539997806443651/,US,Brangus producers,unknown,unknown,active,Brangus producer community,unknown,Community,B7,Group,C,Skip,,,,,Breed BST/treaty board,4
4,Cattle Breed,Fleckvieh Simmental and Simbrah For Sale US,https://www.facebook.com/groups/812878945402240/,US,Simmental/Simbrah producers,unknown,unknown,active,US Simmental marketplace,Yes,Community,B7,Group,C,Skip,,,,,For-sale/marketplace cattle; not discussion,4
4,Cattle Breed,Hereford Cattle By Private Treaty ONLY,https://www.facebook.com/groups/905060446205429/,US,Hereford producers/buyers,unknown,unknown,active,Hereford sales community,Yes,Community,B7,Group,C,Skip,,,,,For-sale/marketplace cattle; not discussion,4
4,Cattle Breed,Hereford Cattle Forum,https://www.facebook.com/groups/421475027926468/,US,Hereford producers,unknown,unknown,active,Hereford discussion group,unknown,Community,B7,Group,C,Skip,,,,,Breed BST/treaty board,4
4,Cattle Breed,Highland Cattle Breeders Group International,https://www.facebook.com/groups/virtualcattleshow/,Global/US,Highland cattle breeders,unknown,unknown,active,Highland breeders including US members,unknown,Community,B7,Group,C,Skip,,,,,International hobby fluffy-cow group,4
4,Cattle Breed,Lets Talk Hereford Cattle,https://www.facebook.com/groups/2227495576/,US,Hereford producers,unknown,unknown,active,Active Hereford breeder talk,unknown,Community,B7,Group,B,Join+Post,"Pasture brush/weed spot spray; thistle, mesquite, prickly pear","T3 photo story, T4 farmer-ask",TANK,Farmer-operator,"2,4-D drift on neighbor crops is touchy; clover-kill is real",4
4,Cattle Breed,Midwest Brahman Cattle,https://www.facebook.com/groups/351938562046398/,Midwest US,Brahman producers,unknown,unknown,active,Regional Brahman breeders,unknown,Community,B7,Group,B,Join+Post,"Pasture brush/weed spot spray; thistle, mesquite, prickly pear","T3 photo story, T4 farmer-ask",TANK,Farmer-operator,"2,4-D drift on neighbor crops is touchy; clover-kill is real",4
4,Cattle Breed,Missouri Miniature Hereford Breeders,https://www.facebook.com/groups/180830899947036/,MO,Mini Hereford breeders,unknown,unknown,active,Small-acreage MO cattle producers,unknown,Community,B7,Group,C,Skip,,,,,Tiny-acreage hobby; weak fit,4
4,Cattle Breed,SC Dexter Cattle Owners,https://www.facebook.com/groups/553690234994369/,SC,Dexter cattle owners,unknown,unknown,active,State-level small cattle producers,unknown,Community,B7,Group,C,Skip,,,,,Tiny-acreage hobby; weak fit,4
4,Cattle Breed,Simmental Cattle For Sale and Trade,https://www.facebook.com/groups/687627978458639/,US,Simmental producers/buyers,unknown,unknown,active,Simmental sales community,Yes,Community,B7,Group,C,Skip,,,,,For-sale/marketplace cattle; not discussion,4
4,Cattle Breed,Traditionally Horned Dexter Cattle,https://www.facebook.com/groups/1656711807893356/,US,Dexter cattle owners,unknown,unknown,active,Niche cattle producers with pasture,unknown,Community,B7,Group,C,Skip,,,,,Tiny-acreage hobby; weak fit,4
4,Commercial Specialty,Mushroom Growing,https://www.facebook.com/groups/1386696498248239/,USA/Global,Mushroom growers,unknown,unknown,unknown,Commercial grower overlap,unknown,Community,B8,Group,C,Skip,,,,,Indoor/controlled-environment; no spray acres,4
4,Dairy,Jersey ASK,https://www.facebook.com/groups/Jerseyask/,US,Jersey dairy farmers,unknown,unknown,active,Dairy operators managing forage,unknown,Community,B7,Group,B,Join+Post,Tall corn silage fungicide; spray wet hay ground,"T3 photo story, T4 farmer-ask",TANK,Farmer-operator,Dairy margins thin; do not oversell,4
4,Drone Learning,Chattanooga TN FAA Part 107 Licensed Drone Pilots,https://www.facebook.com/groups/248849276993185/,TN,Commercial drone pilots,unknown,unknown,active,Regional certified pilot pool,unknown,Community,B7,Group,A,Join+Post,Part 107 to Part 137 ag spray; pays better than inspection,T2 reg decode,REG,Drone-curious,Recruiting audience; conversion to ag is small but high-value,4
4,Equine,California Only Barrel and Rodeo Horses,https://www.facebook.com/groups/233888031119990/,California,Rodeo horse owners,unknown,unknown,unknown,CA pasture landowner overlap,unknown,Community,B8,Group,B,Join+Post,Toxic broadleaf weed spot spray on horse pasture; less chemical,"T3 photo story, T4 farmer-ask",TANK,Farmer-operator,Horse-health-sensitive; lead with safety not acres/hour,4
4,Equine,East Texas Team Roping and Barrel Racing Horses for Sale,https://www.facebook.com/groups/484356665287238/,East Texas,Rodeo horse owners,unknown,unknown,unknown,TX pasture landowner overlap,unknown,Community,B8,Group,C,Skip,,,,,For-sale board; listings only,4
4,Equine,Quarter Horses For Sale,https://www.facebook.com/groups/quarterhorsesforsale/,USA,Quarter horse owners,unknown,unknown,Active,Pasture-owning landowner overlap,unknown,Community,B8,Group,C,Skip,,,,,For-sale board; listings only,4
